COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M)
HARRY POTTER AND THE CHAMBER OF,3,1,1,1,HARRY POTTER,HARRY POTTER,ELECTRONIC ARTS,ELECTRONIC ARTS,ADVENTURE,GENERAL ADVENTURE,2002-11-01,2002,11,E,NO,74.40000153,49.33,0,0,0,20,0,9,1064859,47.027993,0.904924338,38.33,1346926,51.968978
HARRY POTTER AND THE PRISONER OF,3,1,1,1,HARRY POTTER,HARRY POTTER,ELECTRONIC ARTS,ELECTRONIC ARTS,ADVENTURE,GENERAL ADVENTURE,2004-06-01,2004,6,E,NO,69.03333537,36.00,20.40554775,72.606305,0,10,9,46,527663,18.956159,0.882514374,33.33,652096,21.479717
HARRY POTTER AND THE SORCERER'S,3,1,1,1,HARRY POTTER,HARRY POTTER,ELECTRONIC ARTS,ELECTRONIC ARTS,ADVENTURE,GENERAL ADVENTURE,2003-12-01,2003,12,E,NO,62.20000076,30.00,171.869332,47.027993,3,11,3,32,180903,5.172764,0.94719855,28.33,191610,5.461119
HARRY POTTER: QUIDDITCH WORLD CU,3,1,1,1,HARRY POTTER,HARRY POTTER,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,MULTIPLE/OTHER SPORTS,2003-10-01,2003,10,E,NO,70.00000254,39.67,171.869332,47.027993,3,5,3,10,611565,20.40554775,0.924233534,31.33,704219,22.078346
HARVEST MOON: SAVE,1,0,0,1,HARVEST MOON,,NATSUME,NATSUME,RPG,RPG,2001-11-01,2001,11,E,NO,75.59999847,49.00,0,0,0,12,0,4,60943,2.5758435,0.601555709,30.00,144084,4.28197
HARVEST MOON:WONDRFUL,1,1,0,0,HARVEST MOON,,NATSUME,NATSUME,RPG,RPG,2004-03-01,2004,3,E,NO,78.80000305,34.00,0,0,0,12,0,12,318369,10.89399,0.811584043,30.00,444926,13.42312
HAVEN: CALL OF KING,1,0,0,1,,,MIDWAY,TRAVELLER'S TALES,ACTION,GENERAL ACTION,2002-11-01,2002,11,T,NO,70.69999695,38.00,0,0,0,34,0,15,76211,1.176400125,0.801063448,13.00,110380,1.468548
HEAD HUNTER,1,0,0,1,HEADHUNTER,,ACCLAIM,AMUZE,ACTION,GENERAL ACTION,2002-05-01,2002,5,M,NO,75,48.00,0,0,0,34,0,15,135609,6.3721345,0.953555623,45.00,149626,6.682499
HEADHUNTER: REDEMPTION,2,0,1,1,HEADHUNTER,,SEGA OF AMERICA,AMUZE,ACTION,GENERAL ACTION,2004-09-01,2004,9,M,NO,62.35000038,39.00,6.3721345,6.3721345,0,61,1,140,5779,0.227924,0.465708921,27.00,18356,0.489413
HERDY GERDY,1,0,0,1,,,EIDOS INTERACTIVE,CORE DESIGN,ACTION,PLATFORM/SCROLLING CHARACTER,2002-03-01,2002,3,E,NO,70.09999847,33.00,0,0,0,14,0,10,52598,1.57172175,0.798725142,23.00,86094,1.967788
HEROES OF MIGHT & MAGIC 2,1,0,0,1,HEROES OF MIGHT & MAGIC,,THE 3DO COMPANY,,RPG,RPG,2001-04-01,2001,4,E,NO,59.40000153,50.00,0,0,0,12,0,4,36168,1.697610625,0.836207018,40.00,50754,2.030132
HIDDEN INVASION,1,0,0,1,,,CONSPIRACY,TOKA,ACTION,GENERAL ACTION,2002-07-01,2002,7,T,NO,47.59999847,30.00,0,0,0,34,0,15,21813,0.610413438,0.81805448,25.00,30181,0.746177
HIGH HEAT BASEBALL 2002,1,0,0,1,HIGH HEAT BASEBALL,MAJOR LEAGUE BASEBALL (MLB),THE 3DO COMPANY,THE 3DO COMPANY,SPORTS,BASEBALL,2001-03-01,2001,3,E,NO,79.90000153,50.00,0,0,0,2,0,0,48636,2.41217325,0.96495769,48.00,52220,2.499771
HIGH HEAT BASEBALL 2003,1,0,0,1,HIGH HEAT BASEBALL,MAJOR LEAGUE BASEBALL (MLB),THE 3DO COMPANY,THE 3DO COMPANY,SPORTS,BASEBALL,2002-02-01,2002,2,E,NO,83.69999695,49.00,2.41217325,2.41217325,0,3,1,3,143942,7.011139,0.987756069,48.00,147952,7.098047
HIGH HEAT BASEBALL 2004,2,0,1,1,HIGH HEAT BASEBALL,MAJOR LEAGUE BASEBALL (MLB),THE 3DO COMPANY,THE 3DO COMPANY,SPORTS,BASEBALL,2003-02-01,2003,2,E,NO,83.04999924,48.00,7.011139,9.423312,0,10,2,11,155169,7.275767,0.943622581,41.50,187814,7.710463
HIGH ROLLERS CASINO,2,0,1,1,,,BETHESDA SOFTWORKS,MUD DUCK PRODUCTIONS,FAMILY,CASINO GAMES,2004-11-01,2004,11,E,NO,38.29999924,19.50,0,0,0,2,0,0,87984,1.712251,0.478168069,19.50,182788,3.580856
HITMAN 2: SILENT ASSASSIN,3,1,1,1,HITMAN,,EIDOS INTERACTIVE,IO INTERACTIVE,ACTION,STEALTH ACTION,2002-09-01,2002,6,M,NO,84.63333384,45.00,0,0,0,5,0,2,1208732,50.1016495,0.815311215,32.00,1756421,61.450951
HITMAN: CONTRACTS,2,0,1,1,HITMAN,,EIDOS INTERACTIVE,IO INTERACTIVE,ACTION,STEALTH ACTION,2004-04-01,2004,4,M,NO,78.40000153,46.50,48.610471,48.610471,0,15,2,13,381601,17.795669,0.923765743,41.50,462376,19.264266
HOME RUN KING,1,1,0,0,,MAJOR LEAGUE BASEBALL (MLB),SEGA OF AMERICA,WOW ENTERTAINMENT,SPORTS,BASEBALL,2002-03-01,2002,3,E,NO,61.5,33.00,0,0,0,2,0,1,41035,1.21362675,0.767268374,23.00,69870,1.58175
HOT SHOTS GOLF 3,1,0,0,1,HOT SHOTS GOLF,,SONY,CLAP HANZ,SPORTS,GOLF,2002-03-01,2002,3,E,NO,87.09999847,44.00,0,0,0,3,0,2,361342,13.950082,0.629608959,28.00,779384,22.15674
HOT SHOTS GOLF FORE!,1,0,0,1,HOT SHOTS GOLF,,SONY,CLAP HANZ,SPORTS,GOLF,2004-08-01,2004,8,E,YES,,40.00,13.950082,13.950082,0,2,1,7,157241,6.218542,0.815367164,39.00,196567,7.626677
HOT WHEELS VELOCITY X,2,1,0,1,HOT WHEELS,HOT WHEELS,THQ,BEYOND GAMES,RACING,COMBAT ORIENTED RACING,2002-11-01,2002,11,E,NO,52.09999847,40.00,0,0,0,8,0,6,251130,9.53824375,0.961316394,38.00,263339,9.922065
HOT WHEELS: STUNT TRACK CHALLENG,2,0,1,1,HOT WHEELS,HOT WHEELS,THQ,CLIMAX GROUP,RACING,ACTION ORIENTED RACING,2004-11-01,2004,11,E,NO,60.95000076,20.00,4.878753,11.56729,0,24,2,98,83349,1.637234,0.476773777,20.00,173694,3.433985
HOT WHEELS: WORLD RACE,2,1,0,1,HOT WHEELS,HOT WHEELS,THQ,CLIMAX GROUP,RACING,ACTION ORIENTED RACING,2003-10-01,2003,10,E,NO,60.75,40.00,9.53824375,9.53824375,0,34,2,52,209829,6.569204625,0.868250796,28.50,256532,7.566022
HOUSE OF THE DEAD III,1,0,1,0,HOUSE OF THE DEAD,,SEGA OF AMERICA,WOW ENTERTAINMENT,SHOOTER,OTHER SHOOTER,2002-10-01,2002,10,M,NO,71,50.00,0,0,0,0,0,1,93548,4.501145,0.625823618,34.00,209772,7.192354
HULK,3,1,1,1,HULK,HULK,VIVENDI UNIVERSAL,RADICAL ENTERTAINMENT,ACTION,GENERAL ACTION,2003-05-01,2003,5,T,NO,70.30000051,42.33,0,0,0,84,0,92,628017,25.7319335,0.94090643,38.00,709065,27.348026
HUNTER: REDEEMER,1,0,1,0,HUNTER THE RECKONING,,VIVENDI UNIVERSAL,HIGH VOLTAGE SOFTWARE,ACTION,GENERAL ACTION,2003-10-01,2003,10,M,YES,73.69999695,48.00,8.988344,8.988344,0,33,1,24,79138,2.60585075,0.872643293,31.00,96715,2.986158
HUNTER: THE RECKONING,2,1,1,0,HUNTER THE RECKONING,,INTERPLAY PRODUCTIONS,HIGH VOLTAGE SOFTWARE,ACTION,GENERAL ACTION,2002-05-01,2002,5,M,NO,75.65000153,44.50,0,0,0,35,0,5,246041,10.092728,0.921600317,31.50,292462,10.951307
HUNTER: WAYWARD,1,0,0,1,HUNTER THE RECKONING,,VIVENDI UNIVERSAL,HIGH VOLTAGE SOFTWARE,ACTION,GENERAL ACTION,2003-09-01,2003,9,M,NO,68.90000153,34.00,0,0,0,31,0,50,111682,2.5443005,0.83167269,20.00,155780,3.059257
HYPERSONIC XTREME,1,0,0,1,,,MAJESCO,BLADE INTERACTIVE STUDIOS,RACING,ACTION ORIENTED RACING,2003-01-01,2003,1,E,NO,55.29999924,9.00,0,0,0,17,0,44,181740,1.7197725,0.922982734,9.00,199287,1.863277
ICO,1,0,0,1,,,SONY,SONY COMPUTER ENTERTAINMENT,ADVENTURE,GENERAL ADVENTURE,2001-09-01,2001,9,T,NO,90.80000305,50.00,0,0,0,5,0,0,129300,5.685171,0.841779775,36.00,186281,6.753751
IHRA DRAG RACING 2,1,0,0,1,IHRA DRAG RACING,,BETHESDA SOFTWORKS,BETHESDA SOFTWORKS,RACING,SPORTS ORIENTED RACING,2002-12-01,2002,12,E,NO,50,16.00,0,0,0,13,0,11,344459,4.93178,0.768597555,14.00,470184,6.416596
IHRA DRAG RACING 2004,1,0,1,0,IHRA DRAG RACING,PRO RACING ALL OTHER,BETHESDA SOFTWORKS,BETHESDA SOFTWORKS,RACING,SPORTS ORIENTED RACING,2003-12-01,2003,12,E,YES,41.20000076,21.00,0,0,0,6,0,8,101032,1.481155,0.892223349,15.00,113530,1.660072
IHRA PROFESSIONAL DRAG RACING 20,2,0,1,1,IHRA DRAG RACING,,BETHESDA SOFTWORKS,BETHESDA SOFTWORKS,RACING,SPORTS ORIENTED RACING,2004-11-01,2004,11,E,NO,35.60000038,19.00,6.412935,6.412935,0,7,2,47,39752,0.762773,0.510679252,19.50,77008,1.493644
IKARUGA,1,1,0,0,,,ATARI,TREASURE,ARCADE,CLASSIC ARCADE,2003-04-01,2003,4,E,NO,85.30000305,41.00,0,0,0,1,0,1,52163,2.067167,0.914820983,38.00,59742,2.259641
INDIANA JONES & THE EMPEROR'S TO,2,0,1,1,INDIANA JONES,OTHER,LUCASARTS,THE COLLECTIVE,ACTION,GENERAL ACTION,2003-02-01,2003,2,T,NO,73.59999847,41.50,0,0,0,64,0,74,181005,7.4155315,0.934164514,38.50,205171,7.938143
INDYCAR SERIES,2,0,1,1,INDY,INDY 500,CODEMASTERS,BRAIN IN A JAR,RACING,SPORTS ORIENTED RACING,2003-05-01,2003,5,E,NO,69.30000305,38.50,0,0,0,12,0,33,68670,2.509051875,0.928189397,34.00,78098,2.703168
INDYCAR SERIES 2005,1,0,1,0,INDY,INDY 500,CODEMASTERS,CODEMASTERS,RACING,SPORTS ORIENTED RACING,2004-06-01,2004,6,E,YES,71.69999695,20.00,0.857352,0.857352,0,4,1,15,39317,0.786153,0.882841838,20.00,44461,0.89048
I-NINJA,3,1,1,1,,,NAMCO,ARGONAUT SOFTWARE,ACTION,PLATFORM/SCROLLING CHARACTER,2003-11-01,2003,11,T,NO,76.30000051,42.33,0,0,0,42,0,54,220182,5.77757225,0.942138076,25.33,240608,6.132405
INTELLIVISION LIVES,3,1,1,1,,,CRAVE,REALTIME ASSOCIATES,ARCADE,CLASSIC ARCADE,2003-11-01,2003,1,E,NO,60.40000025,18.00,0,0,0,4,0,8,70248,1.21556125,0.742722541,15.33,105534,1.636629
INUYASHA: SECRET,1,0,0,1,INUYASHA,OTHER,BANDAI,BANDAI,RPG,RPG,2004-11-01,2004,11,T,NO,50.09999847,38.00,0,0,0,20,0,44,81121,3.116876,0.651459624,36.00,133569,4.78445
ISLAND XTREME STUNTS,1,0,0,1,,LEGO,ELECTRONIC ARTS,SILICON DREAMS STUDIO,RACING,ACTION ORIENTED RACING,2002-11-01,2002,11,E,NO,59,39.00,0,0,0,15,0,28,30104,0.853630188,0.889556715,27.00,36141,0.959613
J.MCGRATH SUPERCROSS,1,1,0,0,J. MCGRATH SUPERCROSS,PRO RACING ALL OTHER,ACCLAIM,ACCLAIM STUDIOS,RACING,SPORTS ORIENTED RACING,2002-02-01,2002,2,E,NO,38.40000153,35.00,0,0,0,6,0,0,34555,1.120277875,0.625937836,23.00,76317,1.789759
J.MCGRTH SPRCRSS WRLD,1,0,0,1,J. MCGRATH SUPERCROSS,,ACCLAIM,ACCLAIM STUDIOS,RACING,SPORTS ORIENTED RACING,2001-11-01,2001,11,E,NO,34,50.00,0,0,0,7,0,3,84123,3.69079275,0.946543997,43.00,91572,3.89923
JADE COCOON 2,1,0,0,1,JADE COCOON,,UBISOFT,GENKI,RPG,RPG,2001-12-01,2001,12,T,NO,75.90000153,52.00,0,0,0,12,0,4,35078,1.439261,0.941008979,38.00,40649,1.529487
JAK 3,1,0,0,1,JAK,,SONY,NAUGHTY DOG,ACTION,PLATFORM/SCROLLING CHARACTER,2004-11-01,2004,11,T,NO,,39.00,36.359576,71.749152,0,25,2,42,567018,22.28961,0.785165294,39.00,722996,28.38843
JAK AND DAXTER:LEGACY,1,0,0,1,JAK,,SONY,NAUGHTY DOG,ACTION,PLATFORM/SCROLLING CHARACTER,2001-12-01,2001,12,E,NO,90,50.00,0,0,0,8,0,1,995657,35.38958,0.723689465,29.00,1694205,48.90161
JAK II,1,0,0,1,JAK,,SONY,NAUGHTY DOG,ACTION,PLATFORM/SCROLLING CHARACTER,2003-10-01,2003,10,T,NO,88.30000305,40.00,35.38958,35.38958,0,16,1,25,1044644,36.359576,0.88474517,33.00,1264305,41.0961
JAMES CAMERON'S DARK ANGEL,2,0,1,1,,OTHER,VIVENDI UNIVERSAL,RADICAL ENTERTAINMENT,ACTION,GENERAL ACTION,2002-11-01,2002,11,T,NO,52.35000038,49.00,0,0,0,55,0,17,69009,1.382429656,0.777341551,17.00,104662,1.778407
JAMPACK SPRING 2004 T,1,0,0,1,JAMPACK,,SONY,,OTHER GAMES,BUNDLES/COMPILATIONS,2004-04-01,2004,4,T,NO,,5.00,0.842985188,8.141512,1,1,9,9,103023,0.540752,0.826696346,5.00,135422,0.654112
JAMPACK SUMMER 2001,1,0,0,1,JAMPACK,,SONY,SONY COMPUTER ENTERTAINMENT,OTHER GAMES,BUNDLES/COMPILATIONS,2001-07-01,2001,7,E,NO,,7.00,0,0,1,1,0,0,262677,1.83031,0.922887878,7.00,291760,1.983242
JAMPACK SUMMER 2002,1,0,0,1,JAMPACK,,SONY,SONY COMPUTER ENTERTAINMENT,OTHER GAMES,BUNDLES/COMPILATIONS,2002-05-01,2002,5,E,NO,,6.00,1.83031,3.450023,2,2,2,2,188067,1.129554875,0.881262649,6.00,221286,1.281746
JAMPACK SUMMER 2003 M,1,0,0,1,JAMPACK,,SONY,,OTHER GAMES,BUNDLES/COMPILATIONS,2003-04-01,2003,4,M,NO,,5.00,1.129554875,5.893629,3,3,5,5,106027,0.565632313,0.895801428,5.00,122285,0.631426
JAMPACK SUMMER 2003 T,1,0,0,1,JAMPACK,,SONY,SONY COMPUTER ENTERTAINMENT,OTHER GAMES,BUNDLES/COMPILATIONS,2003-04-01,2003,4,T,NO,,5.00,1.129554875,5.893629,3,3,5,5,65307,0.310350656,0.905358791,5.00,75558,0.342793
JAMPACK VOLUME 11,1,0,0,1,JAMPACK,,SONY,SONY COMPUTER ENTERTAINMENT,OTHER GAMES,BUNDLES/COMPILATIONS,2004-10-01,2004,10,,NO,,6.00,0.842985188,8.141512,1,1,9,9,66926,0.377111,0.501162834,5.00,156745,0.752472
JAMPACK WINTER 2001,1,0,0,1,JAMPACK,,SONY,SONY COMPUTER ENTERTAINMENT,OTHER GAMES,BUNDLES/COMPILATIONS,2001-11-01,2001,11,E,NO,,7.00,0,0,1,1,0,0,244784,1.619712875,0.904527951,6.00,281011,1.790672
JAMPACK WINTER 2002 E,1,0,0,1,JAMPACK,,SONY,SONY COMPUTER ENTERTAINMENT,OTHER GAMES,BUNDLES/COMPILATIONS,2002-11-01,2002,11,E,NO,,5.00,1.83031,3.450023,2,2,2,2,66667,0.322555406,0.880863306,5.00,80189,0.366181
JAMPACK WINTER 2002 M,1,0,0,1,JAMPACK,,SONY,,OTHER GAMES,BUNDLES/COMPILATIONS,2002-10-01,2002,10,M,NO,,6.00,1.83031,3.450023,2,2,2,2,189394,0.991495813,0.944076727,5.00,206130,1.050228
JAMPACK WINTER 2003 M,1,0,0,1,JAMPACK,,SONY,,OTHER GAMES,BUNDLES/COMPILATIONS,2003-10-01,2003,10,M,NO,,5.00,1.129554875,5.893629,3,3,5,5,112459,0.528914688,0.909494466,5.00,125385,0.581548
JAMPACK WINTER 2003 T,1,0,0,1,JAMPACK,,SONY,,OTHER GAMES,BUNDLES/COMPILATIONS,2003-10-01,2003,10,T,NO,,6.00,1.129554875,5.893629,3,3,5,5,169412,0.842985188,0.915029088,5.00,192110,0.921266
JEOPARDY! 2003,1,0,0,1,JEOPARDY,OTHER,ATARI,ARTECH STUDIOS,FAMILY,QUIZ/GAME SHOW GAMES,2003-10-01,2003,10,E,NO,60.5,30.00,0,0,0,1,0,0,130804,3.15481875,0.812649402,23.00,167133,3.88214
JET LI: RISE TO HONOR,1,0,0,1,,OTHER,SONY,SONY COMPUTER ENTERTAINMENT,ACTION,GENERAL ACTION,2004-02-01,2004,2,T,NO,68,34.00,0,0,0,40,0,82,393928,13.47975,0.913660838,32.00,463889,14.75356
JET SET RADIO FUTURE,1,0,1,0,,,SEGA OF AMERICA,SMILEBIT,SPORTS,EXTREME SPORTS,2002-02-01,2002,2,T,NO,86.40000153,49.00,0,0,0,10,0,7,88793,4.308735,0.95768565,44.00,101209,4.499112
JET X20,1,0,0,1,,,SONY,KILLER GAME,RACING,ACTION ORIENTED RACING,2002-10-01,2002,10,E,NO,70,38.00,0,0,0,15,0,28,58953,1.968742625,0.787573287,28.00,88623,2.499758
JIMMY NEUTRON BOY GENIUS,2,1,0,1,JIMMY NEUTRON,JIMMY NEUTRON,THQ,BIGSKY INTERACTIVE,ACTION,PLATFORM/SCROLLING CHARACTER,2002-09-01,2002,9,E,NO,53.70000076,35.00,0,0,0,30,0,10,193113,5.579432,0.92729993,28.50,214044,6.016858
JIMMY NEUTRON BOY GENIUS: ATTACK,2,1,0,1,JIMMY NEUTRON,JIMMY NEUTRON,THQ,THQ,ACTION,PLATFORM/SCROLLING CHARACTER,2004-09-01,2004,9,E,NO,67.54999924,19.00,5.7656805,11.34511225,0,41,4,77,172960,3.264513,0.691094559,19.00,248236,4.723685
JIMMY NEUTRON: JET FUSION,2,1,0,1,JIMMY NEUTRON,JIMMY NEUTRON,THQ,KROME STUDIOS,ACTION,PLATFORM/SCROLLING CHARACTER,2003-09-01,2003,9,E,NO,62.84999847,29.00,5.579432,5.579432,0,33,2,42,215410,5.7656805,0.909151194,26.00,243077,6.341828
JONNY MOSELEY: MAD,1,0,0,1,,,THE 3DO COMPANY,THE 3DO COMPANY,SPORTS,EXTREME SPORTS,2001-12-01,2001,12,T,NO,46,47.00,0,0,0,10,0,3,45326,1.499454,0.925554609,30.00,53931,1.62006
JURASSIC PARK: GENESIS,2,0,1,1,JURASSIC PARK,JURASSIC PARK,VIVENDI UNIVERSAL,BLUE TONGUE ENTERTAINMENT,STRATEGY,LIFE SIMULATIONS,2003-03-01,2003,3,T,NO,72.70000076,34.00,0,0,0,6,0,4,123714,3.44327275,0.909327154,29.50,142254,3.786616
K-1 WORLD GRAND PRIX,1,0,0,1,,PRO RACING ALL OTHER,KONAMI DIGITAL ENT.,KONAMI,FIGHTING,FIGHT/HEAD TO HEAD,2003-07-01,2003,7,T,NO,68.40000153,32.00,0,0,0,8,0,17,28121,0.83109725,0.920569213,28.00,32076,0.902808
KABUKI WARRIORS,1,0,1,0,,,CRAVE,LIGHTWEIGHT,FIGHTING,FIGHT/HEAD TO HEAD,2001-11-01,2001,11,M,NO,35,50.00,0,0,0,1,0,0,27232,0.828422563,0.875921138,26.00,36881,0.945773
KAKUTO CHOJIN,1,0,1,0,,,MICROSOFT,DREAMFACTORY,FIGHTING,FIGHT/HEAD TO HEAD,2002-11-01,2002,11,T,NO,52.70000076,49.00,0,0,0,4,0,2,26553,1.108383875,0.970931101,41.00,27855,1.141568
KARAOKE REVOLUTION,2,0,1,1,KARAOKE REVOLUTION,,KONAMI DIGITAL ENT.,HARMONIX MUSIC SYSTEMS,FAMILY,MUSIC/DANCE GAMES,2003-11-01,2003,11,E,NO,81.45000076,50.00,0,0,4,28,0,22,189638,10.283005,0.843842171,47.75,229394,12.185934
KARAOKE REVOLUTION 2,1,0,0,1,KARAOKE REVOLUTION,,KONAMI DIGITAL ENT.,HARMONIX MUSIC SYSTEMS,FAMILY,MUSIC/DANCE GAMES,2004-07-01,2004,7,E,NO,80,39.00,7.683525,8.958926,2,13,2,19,67510,2.658952,0.831957507,39.00,82699,3.196019
KARAOKE REVOLUTION 3,1,0,0,1,KARAOKE REVOLUTION,,KONAMI DIGITAL ENT.,HARMONIX MUSIC SYSTEMS,FAMILY,MUSIC/DANCE GAMES,2004-11-01,2004,11,E,NO,84.5,49.00,15.36705,17.917852,4,26,4,38,87134,4.850155,0.647963389,49.00,138113,7.48523
KATAMARI DAMACY,1,0,0,1,,,NAMCO,NAMCO,FAMILY,PUZZLE GAMES,2004-09-01,2004,9,E,NO,85.69999695,20.00,0,0,0,0,0,8,120307,2.37055,0.444598111,20.00,269523,5.331894
KELLY SLATER PRO SURFER,3,1,1,1,,,ACTIVISION,TREYARCH INVENTION,SPORTS,EXTREME SPORTS,2002-09-01,2002,9,E,NO,78.06666819,47.00,0,0,0,37,0,24,149017,5.45118225,0.819702248,30.00,219026,6.650198
KENGO: MASTER BUSHIDO,1,0,0,1,,,CRAVE,LIGHTWEIGHT,FIGHTING,FIGHT/HEAD TO HEAD,2000-12-01,2000,12,M,NO,64.80000305,,0,0,0,3,0,0,90909,2.834814,0.81291003,28.00,125583,3.487242
KESSEN,1,0,0,1,KESSEN,,ELECTRONIC ARTS,KOEI,STRATEGY,OTHER STRATEGY,2000-10-01,2000,10,T,NO,76.90000153,50.00,0,0,0,1,0,0,177282,7.3558465,0.852505824,39.00,219763,8.6285
KESSEN 2,1,0,0,1,KESSEN,,KOEI,KOEI,STRATEGY,OTHER STRATEGY,2001-09-01,2001,9,T,NO,75,50.00,7.3558465,7.3558465,0,0,1,2,64340,3.03814625,0.793689,37.00,102140,3.82788
KILL.SWITCH,2,0,1,1,,,NAMCO,NAMCO,ACTION,GENERAL ACTION,2003-10-01,2003,10,T,NO,76.04999924,49.50,0,0,0,64,0,74,359412,16.5948585,0.930250543,44.00,406953,17.839128
KILLZONE,1,0,0,1,,,SONY,GUERRILLA,SHOOTER,1ST PERSON SHOOTER,2004-11-01,2004,11,M,YES,,49.00,0,0,0,4,0,28,280359,13.8005,0.770216043,49.00,366214,17.9177
KINETICA,1,0,0,1,,,SONY,SONY COMPUTER ENTERTAINMENT,RACING,ACTION ORIENTED RACING,2001-10-01,2001,10,T,NO,75.80000305,51.00,0,0,0,23,0,4,105346,4.773529,0.90321103,41.00,127409,5.285065
KING ARTHUR,3,1,1,1,,OTHER,KONAMI DIGITAL ENT.,KROME STUDIOS,ACTION,GENERAL ACTION,2004-11-01,2004,11,T,NO,58.23333359,40.00,0,0,0,76,0,179,38299,1.522722,0.472055447,33.00,97651,3.225727
KING FIGHTERS 2K/2K1,1,0,0,1,KING OF FIGHTERS,,SNK,SNK,FIGHTING,FIGHT/HEAD TO HEAD,2003-12-01,2003,12,T,NO,71.5,40.00,0,0,0,8,0,17,40805,1.471171,0.97182626,35.00,42852,1.513821
KING OF ROUTE 66,1,0,0,1,,,SEGA OF AMERICA,AM2,RACING,ACTION ORIENTED RACING,2003-03-01,2003,3,T,NO,59.40000153,32.00,0,0,0,17,0,44,23542,0.7583615,0.975413421,32.00,24535,0.777477
KINGDOM FIRE:CRUSADER,1,0,1,0,,,MICROSOFT,PHANTAGRAM,STRATEGY,REAL-TIME STRATEGY,2004-10-01,2004,10,M,YES,80.59999847,39.00,0,0,0,0,0,4,99999,3.89679,0.703984238,31.00,180945,5.535337
KINGDOM HEARTS,1,0,0,1,KINGDOM HEARTS,,SQUARE ENIX INC,SQUARE ENIX,RPG,RPG,2002-09-01,2002,9,E,NO,86.90000153,49.00,0,0,0,10,0,17,1663866,73.474856,0.808848106,37.00,2431766,90.83888
KINGS FIELD 4:ANCIENT,1,0,0,1,KINGS FIELD,,AGETEC,FROMSOFTWARE,RPG,RPG,2002-03-01,2002,3,T,NO,56.40000153,49.00,0,0,0,10,0,17,32458,1.5595705,0.887372512,45.00,38925,1.757515
KIRBY AIR RIDE,1,1,0,0,KIRBY,,NINTENDO OF AMERICA,HAL LABORATORY,RACING,ACTION ORIENTED RACING,2003-10-01,2003,10,E,NO,63.79999924,49.00,0,0,0,17,0,8,370436,15.684455,0.799470247,35.00,555833,19.61856
KLONOA 2: LUNATEA'S,1,0,0,1,KLONOA,,NAMCO,NAMCO,ACTION,PLATFORM/SCROLLING CHARACTER,2001-07-01,2001,7,E,NO,84.80000305,51.00,0,0,0,8,0,1,89760,4.3862055,0.933361117,47.00,99476,4.699366
KNIGHTS APPRENTICE,1,0,1,0,,,XS GAMES,MICROIDS,ADVENTURE,GENERAL ADVENTURE,2004-06-01,2004,6,T,NO,58.20000076,19.00,0,0,0,5,0,15,6320,0.121175,0.691567076,16.00,10796,0.175218
KNOCKOUT KINGS 2001,1,0,0,1,KNOCKOUT KINGS,PROFESSIONAL BOXING,ELECTRONIC ARTS,BLACK OPS ENTERTAINMENT,SPORTS,BOXING,2001-02-01,2001,2,T,NO,76.90000153,50.00,0,0,0,1,0,1,204373,10.196986,0.949005297,48.00,224681,10.74492
KNOCKOUT KINGS 2002,2,0,1,1,KNOCKOUT KINGS,PROFESSIONAL BOXING,ELECTRONIC ARTS,BLACK OPS ENTERTAINMENT,SPORTS,BOXING,2002-03-01,2002,3,T,NO,76.54999924,47.50,10.196986,10.196986,0,4,1,3,378251,16.916953,0.861077221,38.50,516133,19.646267
KNOCKOUT KINGS 2003,1,1,0,0,KNOCKOUT KINGS,PROFESSIONAL BOXING,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,BOXING,2002-10-01,2002,10,T,NO,81,44.00,0,0,0,1,0,0,60443,1.614538625,0.703392639,22.00,103363,2.295359
KOF: MAXIMUM IMPACT,1,0,0,1,KING OF FIGHTERS,,SNK,SNK PLAYMORE,FIGHTING,FIGHT/HEAD TO HEAD,2004-10-01,2004,10,T,NO,66.80000305,44.00,1.471171,1.471171,0,17,1,26,39853,1.750818,0.629692569,36.00,77610,2.780433
KUNG FU CHAOS,1,0,1,0,,,MICROSOFT,JUST ADD MONSTERS,FIGHTING,FIGHT/HEAD TO HEAD,2003-02-01,2003,2,T,NO,75.90000153,34.00,0,0,0,9,0,7,100357,3.19546325,0.795434903,25.00,163657,4.017253
KUON,1,0,0,1,,,AGETEC,FROMSOFTWARE,ADVENTURE,SURVIVAL HORROR,2004-12-01,2004,12,M,NO,60.90000153,50.00,0,0,0,8,0,15,1416,0.070373,0.260842652,43.00,6328,0.269791
KYA: DARK LINEAGE,1,0,0,1,,,ATARI,EDEN STUDIOS,ACTION,PLATFORM/SCROLLING CHARACTER,2003-11-01,2003,11,T,NO,72.80000305,34.00,0,0,0,16,0,25,51419,1.107541,0.898597348,20.00,60815,1.232522
